track_name,track_id,artist_name,album_name,release_date,artist_genre,popularity,Duration (ms),Acousticness,Danceability,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence
Survival,2yg9UN4eo5eMVJ7OB4RWj3,Drake,Scorpion,2018-06-29,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",62,136186,0.133,0.555,0.596,0.0,9,0.123,-9.09,0,0.375,77.324,4,0.145
Chains,3hq6IKV83bw3XXZ2jvYEew,Aaron May,Summer 19',2019-10-09,[],66,150278,0.462,0.964,0.376,1.59e-06,0,0.102,-5.996,1,0.328,122.112,4,0.68
151 Rum,22WV03i2lBbwNVCE1g671p,JID,DiCaprio 2,2018-11-26,"['hip hop', 'pop rap', 'rap', 'underground hip hop']",74,156780,0.155,0.756,0.867,0.00285,7,0.33,-3.626,1,0.162,129.983,4,0.666
The Next Episode,4LwU4Vp6od3Sb08CsP99GC,"Dr. Dre, Snoop Dogg",2001,1999-11-16,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",84,161506,0.0281,0.922,0.909,0.0,10,0.0856,-2.429,0,0.27,95.295,4,0.309
Chemical,7jvtmQ3onpWeUm7dyFSSSc,Post Malone,AUSTIN,2023-07-28,"['dfw rap', 'melodic rap', 'pop', 'rap']",70,183410,0.00115,0.486,0.899,0.0,2,0.102,-4.713,1,0.0489,169.934,4,0.356
Z4L (with Bari & Jay2),3X6YJcqTinaNraRvojF62K,"Smino, Young Pink, Jay2",NOIR,2018-11-08,['alternative r&b'],65,162590,0.0779,0.822,0.503,0.0,11,0.161,-6.889,0,0.285,71.524,4,0.408
Denver,5r30gHLxvhp60XMc5TIIMh,Jack Harlow,Jackman.,2023-04-28,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",68,158237,0.268,0.711,0.775,0.0,3,0.0622,-7.078,1,0.0773,175.016,4,0.919
Silkk da Shocka (feat. Syd),5f6esnDQcBiFAm8iMfkw12,"Isaiah Rashad, Syd",The Sun's Tirade,2016-09-02,"['hip hop', 'rap', 'tennessee hip hop', 'underground hip hop']",69,166086,0.577,0.59,0.602,6.59e-06,8,0.643,-8.195,1,0.413,121.986,4,0.72
No Recognition,3nKrgkNMJGqBQT0QP9rArg,Aaron May,No Recognition,2022-06-25,[],70,147441,0.19,0.717,0.454,0.0,2,0.134,-10.401,1,0.155,118.566,4,0.75
Not Afraid,7Ie9W94M7OjPoZVV216Xus,Eminem,Recovery,2010-06-18,"['detroit hip hop', 'hip hop', 'rap']",83,248133,0.529,0.855,0.954,0.0,0,0.205,-1.19,0,0.264,114.635,5,0.668
Kill Bill,3OHfY25tqY28d16oZczHc8,SZA,SOS,2022-12-09,"['pop', 'r&b', 'rap']",86,153946,0.0543,0.644,0.728,0.169,8,0.161,-5.75,1,0.0351,88.993,4,0.43
That’s How You Feel,41a7dZcq30Ss5kPMayWRV0,Drake,Scorpion,2018-06-29,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",67,157605,0.117,0.85,0.473,0.0103,10,0.108,-5.747,0,0.209,85.454,4,0.38
So With That,5aUJonYqwhmvgNlWQdH6P1,Cordae,Unacceptable,2022-08-11,"['hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",61,129751,0.214,0.462,0.809,0.0,5,0.47,-6.668,1,0.326,76.826,4,0.598
HUMBLE.,7KXjTSCq5nL1LoYtL7XAwS,Kendrick Lamar,DAMN.,2017-04-14,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",88,177000,0.000282,0.908,0.621,5.39e-05,1,0.0958,-6.638,0,0.102,150.011,4,0.421
Smile,3UNoPBNWST9mQleI5T53zL,Isaiah Rashad,Smile,2016-01-15,"['hip hop', 'rap', 'tennessee hip hop', 'underground hip hop']",62,203371,0.537,0.783,0.563,0.0,2,0.392,-8.132,1,0.276,132.155,4,0.517
Dreams,7n6hs80v9v1HEfKsD9Y0Na,Aaron May,CHASE,2019-02-28,[],65,162213,0.242,0.847,0.509,0.0,10,0.105,-4.316,0,0.237,77.017,4,0.882
Clouded,2J6OF7CkpdQGSfm1wdclqn,Brent Faiyaz,Fuck The World,2020-02-07,"['r&b', 'rap']",86,110128,0.774,0.583,0.344,0.0,2,0.143,-8.765,1,0.0559,65.203,3,0.581
The Scoop On Heaven,2nZPwKpV75BQpn9snGy2xG,Mac Miller,"I Love Life, Thank You",2022-07-22,"['hip hop', 'pittsburgh rap', 'rap']",63,163033,0.0468,0.637,0.918,0.0,1,0.115,-3.662,1,0.266,94.097,4,0.808
Tequila Shots,30KctD1WsHKTIYczXjip5a,Kid Cudi,Man On The Moon III: The Chosen,2020-12-11,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",73,193293,0.084,0.712,0.556,5.04e-05,5,0.527,-7.214,0,0.0531,90.494,4,0.22
Don’t Matter To Me (with Michael Jackson),6G8kHiVZ1jW7vHMPVRNZU0,"Drake, Michael Jackson",Scorpion,2018-06-29,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",72,245786,0.493,0.822,0.318,0.0128,10,0.11,-12.391,1,0.0575,102.998,4,0.138
Chosen (feat. Ty Dolla $ign),1dIWPXMX4kRHj6Dt2DStUQ,"Blxst, Tyga, Ty Dolla $ign",No Love Lost (Deluxe),2020-12-04,"['pop rap', 'westcoast flow']",74,161684,0.336,0.571,0.767,0.0,2,0.0809,-5.16,1,0.287,93.421,4,0.605
Barbie World (with Aqua) [From Barbie The Album],749HNBEskSdXTKtGYvASFH,"Nicki Minaj, Ice Spice, Aqua",Barbie World (with Aqua) [From Barbie The Album],2023-06-22,"['hip pop', 'pop', 'queens hip hop', 'rap']",63,109750,0.514,0.759,0.579,0.0014,0,0.237,-8.398,1,0.248,144.025,4,0.736
Phone Numbers,3f9Mzvd3URfbbIJBX4pz9Z,"Dominic Fike, Kenny Beats",Phone Numbers,2019-07-04,"['alternative pop rock', 'pov: indie']",76,146826,0.239,0.884,0.539,0.0,1,0.0805,-6.389,0,0.208,85.008,4,0.776
Mockingbird,561jH07mF1jHuk7KlaeF0s,Eminem,Encore (Deluxe Version),2004-11-12,"['detroit hip hop', 'hip hop', 'rap']",91,250760,0.209,0.637,0.678,0.0,0,0.156,-3.798,1,0.266,84.039,4,0.254
drive ME crazy!,6luBKkFUt5wTwz7hpLhp12,Lil Yachty,Let’s Start Here.,2023-01-27,"['atl hip hop', 'melodic rap', 'rap', 'trap']",78,229804,0.205,0.492,0.807,0.00275,10,0.384,-3.677,0,0.0854,107.087,4,0.477
Break from Toronto,5fEB6ZmVkg63GZg9qO86jh,PARTYNEXTDOOR,PARTYNEXTDOOR,2013-07-01,"['r&b', 'rap', 'urban contemporary']",88,99213,0.0199,0.595,0.678,0.00389,9,0.418,-5.18,1,0.0335,117.067,4,0.259
Kevin’s Heart,6tZ3b7ik1QDXFAZlXib0YZ,J. Cole,KOD,2018-04-20,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",77,200309,0.482,0.829,0.527,0.0,6,0.631,-6.644,0,0.367,116.079,4,0.475
This Life,2aQwdBWk4vSPWk1Csgtzdo,Denzel Curry,Imperial,2016-10-14,"['dark trap', 'drill', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",60,207214,0.517,0.724,0.843,0.0,3,0.12,-6.74,0,0.0617,152.043,4,0.811
Peak,11L064movtyopGdLiX4sVg,Drake,Scorpion,2018-06-29,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",62,206026,0.85,0.687,0.218,0.000125,9,0.106,-13.539,0,0.0388,91.991,4,0.269
RIP Young,6BiCjPFN5rM9JPy5eP5mCs,Isaiah Rashad,The House Is Burning,2021-07-30,"['hip hop', 'rap', 'tennessee hip hop', 'underground hip hop']",68,158050,0.0476,0.971,0.677,2.22e-05,2,0.112,-6.895,1,0.092,120.027,4,0.58
The Real Slim Shady,3yfqSUWxFvZELEM4PmlwIR,Eminem,The Marshall Mathers LP,2000-05-23,"['detroit hip hop', 'hip hop', 'rap']",90,284200,0.0302,0.949,0.661,0.0,5,0.0454,-4.244,0,0.0572,104.504,4,0.76
Aston Martin Music,5W7xC99N2Zzfh69r7I7zWK,"Rick Ross, Drake, Chrisette Michele",Teflon Don,2010-01-01,"['dirty south rap', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap']",73,270626,0.0124,0.57,0.58,0.0,1,0.0498,-5.547,1,0.21,171.812,4,0.404
Otis,14I61w6cyYUHiV2n28IYdP,"JAY-Z, Kanye West, Otis Redding",Watch The Throne,2011-08-08,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",76,178213,0.552,0.754,0.631,0.0,7,0.5,-4.751,0,0.307,94.577,4,0.432
Superhero (Heroes & Villains) [with Future & Chris Brown],0vjeOZ3Ft5jvAi9SBFJm1j,"Metro Boomin, Future, Chris Brown",HEROES & VILLAINS,2022-12-02,"['hip hop', 'rap']",89,182666,0.152,0.526,0.606,2.36e-06,5,0.194,-5.3,0,0.259,116.622,4,0.492
BEST INTEREST,3jHdKaLCkuNEkWcLVmQPCX,"Tyler, The Creator",BEST INTEREST,2020-01-25,"['hip hop', 'rap']",83,127921,0.0861,0.596,0.575,0.000153,11,0.334,-8.325,0,0.0514,98.265,3,0.34
Blue Tint,4n1bdaKwynQndm47x5HqWX,Drake,Scorpion,2018-06-29,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",65,162800,0.013,0.889,0.372,0.0,7,0.184,-10.254,0,0.357,133.997,4,0.123
16,1Is8hGpkGMiePASAxBluxM,Baby Keem,The Melodic Blue,2021-09-10,"['hip hop', 'rap']",80,156040,0.0918,0.701,0.782,2.31e-06,1,0.124,-4.987,1,0.138,94.03,4,0.57
Violent Crimes,3s7MCdXyWmwjdcWh7GWXas,Kanye West,ye,2018-06-01,"['chicago rap', 'hip hop', 'rap']",86,215320,0.376,0.669,0.419,0.0,1,0.187,-6.724,0,0.522,109.813,4,0.0397
C Carter,37kW9eEI0EJFM0ip2mf1Wy,Cordae,From a Birds Eye View,2022-01-14,"['hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",56,193168,0.283,0.756,0.791,0.0,10,0.147,-5.35,0,0.26,86.967,4,0.519
You Know How We Do It,2Ih217RCGAmyQR68Nn7Cqo,Ice Cube,Lethal Injection,1993-12-07,"['conscious hip hop', 'g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",81,232773,0.0977,0.747,0.52,0.0537,10,0.142,-10.523,0,0.0357,92.869,4,0.601
Work Out,2wAJTrFhCnQyNSD3oUgTZO,J. Cole,Cole World: The Sideline Story,2011-09-27,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",86,235320,0.0531,0.831,0.427,0.0,2,0.307,-6.903,1,0.106,93.004,4,0.216
Interlude 1,6EVbOYrewYsrt8AGyZodyh,alt-J,An Awesome Wave,2012-09-18,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",46,72080,0.872,0.613,0.128,0.0,2,0.1,-13.851,1,0.463,179.001,4,0.321
Cane Shuga,7GHqPV9RCRofSXh68htAkg,Glass Animals,How To Be A Human Being,2016-08-26,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",58,196570,0.536,0.796,0.794,0.29,5,0.0896,-5.661,0,0.0386,136.055,4,0.853
Revolution Radio,3oqYMRKQcwyNmFn1VD2ukD,Green Day,Revolution Radio,2016-10-07,"['modern rock', 'permanent wave', 'punk', 'rock']",61,180853,4.63e-05,0.419,0.971,1.43e-05,7,0.171,-3.622,1,0.0909,180.033,4,0.677
Tainted Love,1wAPbQ5XjbZqPl0WDl5mHH,Milky Chance,Trip Tape,2021-11-03,"['german pop', 'modern rock']",61,179473,0.539,0.843,0.335,0.373,9,0.147,-11.537,0,0.102,113.979,4,0.408
Bones,54ipXppHLA8U4yqpOFTUhr,Imagine Dragons,Mercury - Acts 1 & 2,2022-07-01,"['modern rock', 'pop', 'rock']",87,165264,0.0201,0.772,0.75,0.0,5,0.074,-3.67,0,0.0455,114.061,4,0.587
The Less I Know The Better,6K4t31amVTZDgR3sKmwUJJ,Tame Impala,Currents,2015-07-17,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",88,216320,0.0115,0.64,0.74,0.00678,4,0.167,-4.083,1,0.0284,116.879,4,0.785
Burning,0QgR03vMDoBoLgcu08EtKl,The Whitest Boy Alive,Dreams,2006-09-04,"['alternative dance', 'indietronica', 'new rave']",73,191173,0.669,0.721,0.758,0.891,11,0.133,-7.536,0,0.0372,150.825,4,0.865
Talk Is Cheap,655HjEK4nNzceomQVpNzgN,Chet Faker,Built on Glass,2014-04-14,"['art pop', 'indietronica']",65,218067,0.434,0.652,0.612,0.000184,0,0.245,-7.897,0,0.177,140.056,4,0.513
(Can't Get My) Head Around You,1qYcHo4wiesUC2VIRch45G,The Offspring,Splinter,2003-12-09,"['alternative metal', 'permanent wave', 'post-grunge', 'punk', 'rock', 'skate punk', 'socal pop punk']",71,134760,0.00807,0.539,0.814,1.36e-05,7,0.0916,-4.643,1,0.0771,143.28,4,0.646
Heat Waves,3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Dreamland,2020-08-07,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",91,238805,0.44,0.761,0.525,6.7e-06,11,0.0921,-6.9,1,0.0944,80.87,4,0.531
Young Blood,25nzKGDiua1lE9Qo5V19GL,The Naked And Famous,"Passive Me, Aggressive You",2010,"['auckland indie', 'indietronica', 'kiwi rock', 'metropopolis']",72,246600,5.63e-05,0.579,0.865,0.000221,6,0.649,-4.692,1,0.0302,104.99,4,0.358
Drop The Game,3wFFW1B6WAmAFGOwdEOOZR,"Flume, Chet Faker",Lockjaw,2013-11-22,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm', 'indietronica']",70,221894,0.59,0.558,0.671,0.00018,7,0.171,-4.984,1,0.0574,78.93,4,0.432
Feels Like We Only Go Backwards,0LtOwyZoSNZKJWHqjzADpW,Tame Impala,Lonerism,2012-01-01,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",79,192960,0.0277,0.303,0.9,0.635,2,0.11,-2.352,0,0.0574,149.508,4,0.491
Follow You,7FdUvDkaE24o3FPIWTvzv2,Imagine Dragons,Follow You / Cutthroat,2021-03-12,"['modern rock', 'pop', 'rock']",69,175643,0.00209,0.542,0.732,7.92e-05,9,0.496,-5.956,1,0.0521,124.912,4,0.489
Naive,2RUhtNBh43RtSg0WBPPq3m,The Kooks,Inside In / Inside Out,2006-01-01,"['brighton indie', 'garage rock', 'modern rock', 'rock']",68,203506,0.0688,0.547,0.816,0.0,8,0.127,-6.165,0,0.0624,102.765,4,0.722
The Kids Aren't Alright,4EchqUKQ3qAQuRNKmeIpnf,The Offspring,Americana,1998-11-16,"['alternative metal', 'permanent wave', 'post-grunge', 'punk', 'rock', 'skate punk', 'socal pop punk']",86,180160,0.00704,0.523,0.943,3.81e-05,1,0.0579,-4.203,1,0.0337,99.607,4,0.766
Why'd You Only Call Me When You're High?,086myS9r57YsLbJpU0TgK9,Arctic Monkeys,AM,2013-09-09,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",91,161123,0.0483,0.691,0.631,1.13e-05,2,0.104,-6.478,1,0.0368,92.004,4,0.8
Youth,1LPGwuFgIzbJoShfDdw7MY,Glass Animals,How To Be A Human Being,2016-08-26,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",72,230693,0.129,0.648,0.718,0.00156,9,0.112,-7.765,0,0.0298,96.017,4,0.785
So Tied Up,3msS7xaelR4Oa0n7IwHkgF,"Cold War Kids, Bishop Briggs",LA DIVINE,2017-04-07,"['indie rock', 'modern alternative rock', 'modern rock', 'piano rock', 'stomp and holler']",60,189506,0.0309,0.587,0.894,2.15e-05,0,0.179,-4.184,0,0.0402,104.993,4,0.81
Every Breath You Take,1JSTJqkT5qHq8MDJnJbRE1,The Police,Synchronicity (Remastered 2003),1983-06-17,"['album rock', 'classic rock', 'permanent wave', 'rock']",91,253920,0.543,0.82,0.452,0.00294,1,0.0714,-9.796,1,0.0348,117.401,4,0.74
Enemy (with JID) - from the series Arcane League of Legends,3CIyK1V4JEJkg02E4EJnDl,"Imagine Dragons, JID, Arcane, League of Legends",Mercury - Acts 1 & 2,2022-07-01,"['modern rock', 'pop', 'rock']",84,173381,0.237,0.728,0.783,0.0,11,0.434,-4.424,0,0.266,77.011,4,0.555
Somebody Told Me,6PwjJ58I4t7Mae9xfZ9l9v,The Killers,Hot Fuss,2004,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",85,197200,9.04e-05,0.497,0.97,0.000674,10,0.101,-4.851,0,0.0836,138.081,4,0.689
Gold,1Ll09EiN5ffeFl1xNZB2Uk,Chet Faker,Built on Glass,2014-04-14,"['art pop', 'indietronica']",65,285255,0.395,0.668,0.505,0.000727,1,0.134,-9.317,1,0.0601,140.054,4,0.217
Dog Days Are Over,1YLJVmuzeM2YSUkCCaTNUB,Florence + The Machine,Lungs (Deluxe Edition),2009,"['baroque pop', 'electropop', 'modern rock', 'uk alternative pop']",79,251840,0.0416,0.492,0.81,0.00379,7,0.117,-5.315,1,0.0847,149.954,4,0.245
White Winter Hymnal,0GegHVxeozw3rdjte45Bfx,Fleet Foxes,Fleet Foxes,2008-06-03,"['chamber pop', 'folk', 'indie folk', 'indie rock', 'indietronica', 'modern rock', 'seattle indie', 'singer-songwriter', 'stomp and holler']",74,147026,0.44,0.628,0.5,0.0,6,0.244,-9.66,0,0.0268,124.932,4,0.68
Black Mambo,63OC8cNa4ZnFB3bbvbWCOc,Glass Animals,ZABA,2014-06-03,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",63,248920,0.294,0.675,0.409,0.000596,0,0.119,-10.707,0,0.0423,79.954,4,0.308
Pompeii,4Ub8UsjWuewQrPhuepfVpd,Bastille,All This Bad Blood,2013-01-01,"['metropopolis', 'modern rock', 'pop']",78,214147,0.0755,0.679,0.715,0.0,9,0.271,-6.383,1,0.0407,127.435,4,0.571
Wrecked,6TEftSkmWdTm1EpThnwqh6,Imagine Dragons,Mercury - Acts 1 & 2,2022-07-01,"['modern rock', 'pop', 'rock']",73,244004,0.149,0.625,0.562,1.67e-05,0,0.109,-5.828,0,0.0289,93.998,4,0.229
Over My Head (Better Off Dead),3SO0vfryYv381w1ImgWONG,Sum 41,Does This Look Infected?,2002-01-01,"['alternative metal', 'canadian pop punk', 'canadian punk', 'modern rock', 'pop punk', 'post-grunge', 'punk', 'rock']",58,149306,0.00222,0.44,0.919,0.00503,7,0.0892,-4.462,1,0.0735,184.324,4,0.773
It's Called: Freefall,474uVhyGgK5MtY9gMcDgGl,Rainbow Kitten Surprise,"How to: Friend, Love, Freefall",2018-04-06,['pov: indie'],82,152293,0.632,0.744,0.516,0.0,2,0.605,-6.365,1,0.0513,97.944,4,0.281
I Wanna Be Yours,5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,AM,2013-09-09,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",96,183956,0.136,0.464,0.417,0.022,0,0.0974,-9.345,0,0.0256,67.528,4,0.479
She,6XrPPErNilRR7769tIjMgG,Green Day,Greatest Hits: God's Favorite Band,2017-11-17,"['modern rock', 'permanent wave', 'punk', 'rock']",38,134293,7.37e-05,0.37,0.937,0.00817,1,0.0904,-3.939,0,0.0356,93.307,4,0.874
Gooey,1gk3FhAV07q9Jg77UxnVjX,Glass Animals,ZABA,2014-06-03,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",72,289306,0.736,0.487,0.369,3.75e-05,11,0.0925,-13.424,0,0.0406,183.114,4,0.106
Oasis,0F1TOJ2Clopj1AHUdtDXwq,The Kooks,10 Tracks to Echo in the Dark,2022-07-22,"['brighton indie', 'garage rock', 'modern rock', 'rock']",46,113426,0.0148,0.753,0.832,0.000337,1,0.0278,-5.212,1,0.0375,110.006,4,0.964
Flowers in Your Hair,3Hvg5tRKsQlX25wYwgMF9p,The Lumineers,The Lumineers,2012-04-03,"['folk-pop', 'modern rock', 'stomp and holler']",77,109735,0.749,0.67,0.609,6.74e-05,7,0.227,-10.088,1,0.0333,127.463,4,0.573
War,23Vf9hNoBN8AacpUUHbiRy,Sum 41,13 Voices,2016-10-07,"['alternative metal', 'canadian pop punk', 'canadian punk', 'modern rock', 'pop punk', 'post-grunge', 'punk', 'rock']",69,209666,0.000811,0.393,0.899,0.0,1,0.313,-4.105,1,0.0491,175.926,4,0.54
All I Want,717oSBYrcR8awQgUsmyE32,The Offspring,Ixnay On The Hombre,1997-02-04,"['alternative metal', 'permanent wave', 'post-grunge', 'punk', 'rock', 'skate punk', 'socal pop punk']",69,114666,0.01,0.205,0.973,0.0,6,0.393,-3.389,0,0.124,172.689,4,0.565
Everybody Wants To Rule The World,4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,Songs From The Big Chair (Super Deluxe Edition),1985-02-25,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'sophisti-pop', 'synthpop']",90,251488,0.347,0.645,0.795,0.00389,7,0.104,-12.095,1,0.0527,112.067,4,0.535
Heathens,6i0V12jOa3mr6uu4WYhUBr,Twenty One Pilots,Heathens,2016-06-16,"['modern rock', 'pop', 'pov: indie', 'rock']",84,195920,0.0841,0.732,0.396,3.58e-05,4,0.105,-9.348,0,0.0286,90.024,4,0.548
Season 2 Episode 3,4vcoNCrTtunmJ9q8srpVly,Glass Animals,How To Be A Human Being,2016-08-26,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",61,243509,0.543,0.742,0.289,4.57e-05,5,0.228,-7.833,0,0.115,147.986,4,0.71
Feel Good Inc.,0d28khcov6AiegSCpG5TuT,Gorillaz,Demon Days,2005-05-23,"['alternative hip hop', 'modern rock', 'rock']",87,222640,0.00836,0.818,0.705,0.00233,6,0.613,-6.679,1,0.177,138.559,4,0.772
Back in the USA,53oEpGga4UriwcOKc35LpM,Green Day,Greatest Hits: God's Favorite Band,2017-11-17,"['modern rock', 'permanent wave', 'punk', 'rock']",45,156247,5.22e-05,0.394,0.961,0.000131,1,0.101,-3.733,1,0.0438,175.991,4,0.842
Ophelia,3d8y0t70g7hw2FOWl9Z4Fm,The Lumineers,Cleopatra,2016-04-08,"['folk-pop', 'modern rock', 'stomp and holler']",80,160097,0.613,0.664,0.573,0.000363,5,0.0857,-6.519,1,0.0277,76.023,4,0.566
Interlude 2,5bp6twky1rHu72giADl7Mv,alt-J,An Awesome Wave,2012-09-18,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",47,77400,0.96,0.483,0.0893,0.967,9,0.373,-27.743,1,0.0411,116.116,4,0.364
Still Waiting,2OMqSRS11ly56zg9u5za6c,Sum 41,Does This Look Infected?,2002-01-01,"['alternative metal', 'canadian pop punk', 'canadian punk', 'modern rock', 'pop punk', 'post-grunge', 'punk', 'rock']",70,158733,0.00105,0.431,0.95,3.63e-05,7,0.272,-4.918,1,0.26,191.936,4,0.56
Dani California,10Nmj3JCNoMeBQ87uw5j8k,Red Hot Chili Peppers,Stadium Arcadium,2006-05-09,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",83,282160,0.0193,0.556,0.913,8.59e-06,0,0.346,-2.36,1,0.0437,96.184,4,0.73
Mama's Gun,5o4znEHwozOHIgHoWAllnr,Glass Animals,How To Be A Human Being,2016-08-26,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",57,266747,0.699,0.46,0.314,4.03e-06,6,0.122,-10.158,0,0.0267,90.014,4,0.216
Englishman In New York,4KFM3A5QF2IMcc6nHsu3Wp,Sting,...Nothing Like The Sun,1987-01-01,"['permanent wave', 'soft rock', 'sophisti-pop']",76,267266,0.396,0.674,0.347,1.05e-05,9,0.0916,-17.707,1,0.0364,102.013,4,0.647
When I Come Around,1Dr1fXbc2IxaK1Mu8P8Khz,Green Day,Dookie,1994-02-01,"['modern rock', 'permanent wave', 'punk', 'rock']",81,178000,0.0175,0.531,0.909,0.0,11,0.231,-4.236,1,0.034,97.546,4,0.814
Ride,2Z8WuEywRWYTKe1NybPQEW,Twenty One Pilots,Blurryface,2015-05-15,"['modern rock', 'pop', 'pov: indie', 'rock']",85,214506,0.00835,0.645,0.713,0.0,6,0.113,-5.355,1,0.0393,74.989,4,0.566
People Under The Stairs,4eVXCp16ydaQq9yugTAykp,Mac Miller,"I Love Life, Thank You",2022-07-22,"['hip hop', 'pittsburgh rap', 'rap']",60,96915,0.158,0.617,0.932,0.0,6,0.0718,-3.689,1,0.299,87.13,4,0.568
an Interlude Called “Circus” (feat. Eryn Allen Kane),2Lmpxi7j95HOvsR6zj1Fl3,"Saba, Eryn Allen Kane",Few Good Things,2022-02-04,"['alternative r&b', 'chicago rap']",69,62973,0.0742,0.839,0.363,0.0,2,0.171,-13.572,1,0.0647,106.737,4,0.285
Inside Outside,2EFqMCOdTTkcFYHoJH21Jr,Mac Miller,Faces,2021-10-15,"['hip hop', 'pittsburgh rap', 'rap']",60,113217,0.0771,0.689,0.746,0.0,0,0.291,-5.971,1,0.0549,113.569,4,0.376
"Love, of Money",6qUkNMd34rjpDP5EUy9JNS,MAVI,Let the Sun Talk,2019-10-18,"['alternative hip hop', 'chill abstract hip hop', 'indie hip hop']",74,64765,0.0526,0.371,0.655,2.14e-06,0,0.168,-9.901,1,0.0771,147.794,4,0.855
Rain (feat. Vince Staples),5P4Dow1Jc2NhkknIuPi5Nd,"Mac Miller, Vince Staples",Faces,2021-10-15,"['hip hop', 'pittsburgh rap', 'rap']",65,153881,0.528,0.443,0.737,0.0,0,0.186,-5.943,1,0.332,177.462,4,0.68
highway 95,2E4INiVkDRBXXkFL4kB1Vk,Baby Keem,The Melodic Blue (Deluxe),2022-10-28,"['hip hop', 'rap']",75,91782,0.0548,0.77,0.836,0.0,7,0.143,-5.322,1,0.065,84.944,4,0.425
THE BEACH,0lqAn1YfFVQ3SdoF7tRZO2,Vince Staples,RAMONA PARK BROKE MY HEART,2022-04-08,"['conscious hip hop', 'hip hop', 'rap', 'underground hip hop']",66,67209,0.888,0.593,0.947,0.0,4,0.823,-6.206,0,0.631,157.85,4,0.682
Cold Feet,7D8alj4NhAf4a1msf3uFP5,Mac Miller,"I Love Life, Thank You",2022-07-22,"['hip hop', 'pittsburgh rap', 'rap']",48,95870,0.026,0.649,0.761,0.16,1,0.605,-4.643,0,0.342,132.798,5,0.616
Make It,6dPjRptilDo0E3dLWm88QC,Aaron May,CHASE,2019-02-28,[],70,77374,0.985,0.589,0.0941,8.55e-06,10,0.108,-14.447,0,0.138,91.987,1,0.376
Don't Mind If I Do,1U6Ejld67ky0fyVFv7bXH5,Mac Miller,K.I.D.S. (Deluxe),2010-08-13,"['hip hop', 'pittsburgh rap', 'rap']",56,138287,0.15,0.737,0.921,0.0,6,0.301,-4.91,1,0.213,105.055,4,0.713
Riot!,6cmt9CRoK0KGcNg9Tpje53,Earl Sweatshirt,Some Rap Songs,2018-11-30,"['alternative hip hop', 'drumless hip hop', 'experimental hip hop', 'hip hop', 'rap', 'underground hip hop']",67,66133,0.834,0.489,0.624,0.347,4,0.325,-1.916,0,0.0344,167.108,4,0.574
Campbell,1yHmbFm61m6aGqemhyOv5T,redveil,Niagara,2020-08-25,"['chill abstract hip hop', 'indie hip hop']",56,89211,0.0161,0.28,0.89,0.0,8,0.408,-4.704,1,0.0585,93.954,3,0.52
